Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date
NBA 2K Playgrounds 2,NS,Sports,2K Games,0.07,0.05,,0.01,0.14,2018-11-09
R.B.I. Baseball 18,XOne,Sports,MLB Advanced Media,0.12,,,0.01,0.13,2018-03-20
R.B.I. Baseball 18,NS,Sports,MLB Advanced Media,0.12,,,0.01,0.13,2018-03-20
Pro Yakyuu Famista Evolution,NS,Sports,Bandai Namco Games,,,0.12,,0.12,2018-08-02
Jikkyou Powerful Pro Baseball 2018,PSV,Sports,Konami,,,0.12,,0.12,2018-04-26
Mutant Football League: Dynasty Edition,NS,Sports,Nighthawk Interactive,0.08,,,0.01,0.09,2018-10-30
NBA 2K Playgrounds 2,PS4,Sports,2K Games,0.06,,,0.01,0.08,2018-10-16
R.B.I. Baseball 18,PS4,Sports,MLB Advanced Media,0.06,,,0.01,0.07,2018-03-20
Mutant Football League: Dynasty Edition,PS4,Sports,Nighthawk Interactive,0.05,,,0.01,0.07,2018-10-30
FIFA 19,X360,Sports,Electronic Arts,,0.06,,0,0.06,2018-09-28
Golf Club 2019,PS4,Sports,2K Games,0.05,,,0.01,0.06,2018-11-13
NBA 2K Playgrounds 2,XOne,Sports,2K Games,0.05,,,0.01,0.06,2018-10-16
Pro Evolution Soccer 2019,XOne,Sports,Konami,0.02,0.02,,0,0.05,2018-08-28
Golf Club 2019,XOne,Sports,2K Games,0.05,,,0.01,0.05,2018-11-13
8 to Glory: The Official Game of the PBR,PS4,Sports,THQ Nordic,0.03,,,0.01,0.04,2018-10-30
Mutant Football League: Dynasty Edition,XOne,Sports,Nighthawk Interactive,0.03,,,0,0.04,2018-10-30
Tennis World Tour,PS4,Sports,Bigben Interactive,0.03,,0.01,0.01,0.04,2018-05-22
FIFA 19,PS3,Sports,Electronic Arts,,0.03,,0.01,0.04,2018-09-28
Tennis World Tour,XOne,Sports,Bigben Interactive,0.03,,,0,0.04,2018-05-22
Legendary Fishing,PS4,Sports,Ubisoft,0.02,,,0,0.03,2018-09-18
8 to Glory: The Official Game of the PBR,XOne,Sports,THQ Nordic,0.02,,,0,0.02,2018-10-30
Winning Post 8 2018,PS4,Sports,Koei Tecmo,,,0.02,,0.02,2018-03-15
Crayola Scoot,PS4,Sports,Outright Games,0.01,,,0,0.02,2018-10-16
Tennis World Tour,NS,Sports,Bigben Interactive,0.02,,,0,0.02,2018-07-10
Crayola Scoot,XOne,Sports,Outright Games,0.01,,,0,0.02,2018-10-16
Crayola Scoot,NS,Sports,Outright Games,0.01,,,0,0.01,2018-10-16
Winning Post 8 2018,NS,Sports,Koei Tecmo,,,0.01,,0.01,2018-03-15
Winning Post 8 2018,PSV,Sports,Koei Tecmo,,,0.01,,0.01,2018-03-15
Legendary Fishing,NS,Sports,Ubisoft,0.01,,0,0,0.01,2018-09-18
3D MiniGolf,NS,Sports,Merge Games,,,,,,2018-02-01
ACA NEOGEO 2020 SUPER BASEBALL,NS,Sports,Hamster Corporation,,,,,,2018-02-08
ACA NEOGEO 2020 SUPER BASEBALL,XOne,Sports,Hamster Corporation,,,,,,2018-04-27
ACA NEOGEO BASEBALL STARS PROFESSIONAL,XOne,Sports,Hamster Corporation,,,,,,2018-05-17
ACA NEOGEO BASEBALL STARS PROFESSIONAL,NS,Sports,Hamster Corporation,,,,,,2018-05-17
ACA NEOGEO LEAGUE BOWLING,XOne,Sports,Hamster Corporation,,,,,,2018-07-19
ACA NEOGEO LEAGUE BOWLING,NS,Sports,Hamster Corporation,,,,,,2018-07-19
ACA NEOGEO POWER SPIKES II,NS,Sports,Hamster Corporation,,,,,,2018-01-18
ACA NEOGEO POWER SPIKES II,XOne,Sports,Hamster Corporation,,,,,,2018-01-18
ACA NEOGEO POWER SPIKES II,PS4,Sports,Hamster Corporation,,,,,,2018-04-19
ACA NEOGEO STAKES WINNER,PS4,Sports,Hamster Corporation,,,,,,2018-06-08
ACA NEOGEO STAKES WINNER,XOne,Sports,Hamster Corporation,,,,,,2018-05-02
ACA NEOGEO STAKES WINNER,NS,Sports,Hamster Corporation,,,,,,2018-05-02
ACA NEOGEO SUPER SIDEKICKS 2,NS,Sports,Hamster Corporation,,,,,,2018-05-10
ACA NEOGEO SUPER SIDEKICKS 2,PS4,Sports,Hamster Corporation,,,,,,2018-06-08
ACA NEOGEO SUPER SIDEKICKS 2,XOne,Sports,Hamster Corporation,,,,,,2018-05-10
ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY,XOne,Sports,Hamster Corporation,,,,,,2018-06-14
ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY,NS,Sports,Hamster Corporation,,,,,,2018-06-14
ACA NEOGEO TOP PLAYER'S GOLF,NS,Sports,Hamster Corporation,,,,,,2018-05-24
ACA NEOGEO TOP PLAYERS GOLF,XOne,Sports,Hamster Corporation,,,,,,2018-05-24
Air Hockey,NS,Sports,Sabec Limited,,,,,,2018-02-28
AO International Tennis,PS4,Sports,Big Ant Studios,,,,,,2018-05-08
AO International Tennis,XOne,Sports,Big Ant Studios,,,,,,2018-05-08
AO International Tennis,PC,Sports,Big Ant Studios,,,,,,2018-05-08
Ashes Cricket,PS4,Sports,Koch Media,,,,,,2018-11-16
Axis Football 2018,PC,Sports,Unknown,,,,,,2018-09-14
ClusterPuck 99,NS,Sports,Coatsink Software,,,,,,2018-03-29
Crayola Scoot,PC,Sports,Outright Games,,,,,,2018-10-16
Disc Jam,NS,Sports,High Horse Entertainment,,,,,,2018-02-08
FIFA 19,PC,Sports,Electronic Arts,,,,,,2018-09-28
Floor Kids,NS,Sports,MERJ Media,,,,,,2018-01-01
My Little Riding Champion,XOne,Sports,Bigben Interactive,,,,,,2018-11-29
My Little Riding Champion,PC,Sports,Toplitz Productions,,,,,,2018-11-29
My Little Riding Champion,PS4,Sports,Bigben Interactive,,,,,,2018-11-29
NBA 2K19,PC,Sports,2K Sports,,,,,,2018-09-11
NBA Playgrounds,NS,Sports,Saber Interactive,,,,,,2018-01-04
Pilot Sports,NS,Sports,EuroVideo Medien,,,,,,2018-09-27
POOL,NS,Sports,Sabec Limited,,,,,,2018-02-20
Pool BILLIARD,NS,Sports,D3Publisher,,,,,,2018-02-15
Premium Pool Arena,NS,Sports,Bigben Interactive,,,,,,2018-02-06
Pro Evolution Soccer 2019,PC,Sports,Konami,,,,,,2018-08-28
Steep,NS,Sports,Ubisoft,,,,,,2018-12-01
Super Sportmatchen,NS,Sports,DANGEN Entertainment,,,,,,2018-05-24
Tennis,NS,Sports,D3Publisher,,,,,,2018-01-25
Tennis World Tour,PC,Sports,Bigben Interactive,,,,,,2018-05-22
Winning Post 8 2018,PC,Sports,Koei Tecmo,,,,,,2018-03-15
Frostpunk,PC,Strategy,11 bit studios,,,,,,2018-04-24
Pit People,PC,Strategy,The Behemoth,,,,,,2018-03-02
Sid Meier's Civilization VI,NS,Strategy,2K Games,0.12,0.11,0.01,0.02,0.25,2018-11-16
Total War Saga: Thrones of Britannia,PC,Strategy,Sega,,,,,,2018-05-03
Valkyria Chronicles 4,NS,Strategy,Sega,0.12,0.04,0.02,0.02,0.19,2018-09-25
Super Robot Wars X,PS4,Strategy,Bandai Namco Games,,,0.13,,0.13,2018-03-29
8-Bit Armies,PC,Strategy,Soedesco,,,,,,2018-09-21
The Banner Saga Trilogy - Bonus Edition,PS4,Strategy,505 Games,0.06,,,0.01,0.07,2018-07-27
Super Robot Wars X,PSV,Strategy,Bandai Namco Games,,,0.07,,0.07,2018-03-29
Nobunaga's Ambition: Taishi,PS4,Strategy,Koei Tecmo,0.01,,0.05,0,0.06,2018-06-05
The Banner Saga Trilogy - Bonus Edition,XOne,Strategy,505 Games,0.05,,,0.01,0.05,2018-07-27
SD Gundam G Generation Genesis,NS,Strategy,Bandai Namco Games,,,0.04,,0.04,2018-04-26
8-Bit Armies,PS4,Strategy,Soedesco,0.03,,,0.01,0.03,2018-09-21
8-Bit Armies,XOne,Strategy,Soedesco,0.03,,,0,0.03,2018-09-21
God Wars The Complete Legend,NS,Strategy,NIS America,0.01,,0.01,0,0.03,2018-09-04
Sudden Strike 4,XOne,Strategy,Kalypso Media,0.02,,,0,0.02,2018-06-26
Space Hulk Tactics,PS4,Strategy,Focus Home Interactive,0.02,,,0,0.02,2018-10-09
This Is the Police 2,PS4,Strategy,THQ Nordic,0.02,,,0,0.02,2018-09-25
Armello,PS4,Strategy,League of Geeks,0.02,,,0,0.02,2018-03-13
This Is the Police 2,XOne,Strategy,THQ Nordic,0.02,,,0,0.02,2018-09-25
Space Hulk Tactics,XOne,Strategy,Focus Home Interactive,0.02,,,0,0.02,2018-10-09
Future Card Buddyfight: Tanjou! Oretachi no Saikyou Body!,3DS,Strategy,FuRyu Corporation,,,0.02,,0.02,2018-03-15
Mercenaries Saga Chronicles,NS,Strategy,PM Studios,0.01,,,0,0.01,2018-09-11
This Is the Police 2,NS,Strategy,THQ Nordic,0.01,,,0,0.01,2018-09-25
Jagged Alliance: Rage!,PS4,Strategy,THQ Nordic,0.01,,,0,0.01,2018-12-07
Jagged Alliance: Rage!,XOne,Strategy,THQ Nordic,0.01,,,0,0.01,2018-12-07
Pit People,XOne,Strategy,The Behemoth,,,,,,2018-03-02
12 Labours of Hercules VII: Fleecing the Fleece,PC,Strategy,Jetdogs Studios,,,,,,2018-01-12
12 Labours of Hercules VIII: How I Met Megara,PC,Strategy,Jetdogs Studios,,,,,,2018-12-26
8-Bit Armies,NS,Strategy,Soedesco,,,,,,2018-09-21
911 Operator,NS,Strategy,SONKA,,,,,,2018-10-26
Age of Empires: Definitive Edition,PC,Strategy,Microsoft Studios,,,,,,2018-02-20
Ambition of the Slimes,NS,Strategy,Flyhigh Works,,,,,,2018-01-18
Attack of the Earthlings,PC,Strategy,Junkfish Limited,,,,,,2018-02-08
Blast Zone! Tournament,PC,Strategy,Victory Lap Games,,,,,,2018-07-31
Door Kickers: Action Squad,PC,Strategy,KillHouse Games,,,,,,2018-09-10
Fairyland: Blackberry Warrior,PC,Strategy,Naarassusi Publisher,,,,,,2018-07-16
Fairyland: Chronicle,PC,Strategy,Naarassusi Publisher,,,,,,2018-04-16
Fairyland: Fairylines,PC,Strategy,Naarassusi Publisher,,,,,,2018-11-06
Fairyland: Power Dice,PC,Strategy,Naarassusi Publisher,,,,,,2018-07-09
Fairyland: The Guild,PC,Strategy,Naarassusi Publisher,,,,,,2018-09-07
Game Dev Story,NS,Strategy,Kairosoft Co. Ltd,,,,,,2018-10-11
Into the Breach,NS,Strategy,Subset Games,,,,,,2018-08-28
Into the Breach,PC,Strategy,Subset Games,,,,,,2018-02-27
Jagged Alliance: Rage!,PC,Strategy,HandyGames,,,,,,2018-12-07
Kingdom Rush Origins,PC,Strategy,Ironhide Game Studio,,,,,,2018-10-18
Kingdom Two Crowns,NS,Strategy,Raw Fury,,,,,,2018-12-11
Mad Carnage,NS,Strategy,QubicGames,,,,,,2018-02-02
Mars or Die!,PC,Strategy,34BigThings srl,,,,,,2018-07-13
Microcosmum: Survival of Cells,PC,Strategy,Satur Entertainment,,,,,,2018-06-24
Moorhuhn Knights & Castles,NS,Strategy,Young Fun Studio,,,,,,2018-01-11
Mutant Year Zero: Road to Eden,PC,Strategy,Funcom,,,,,,2018-12-04
Mutant Year Zero: Road to Eden,PS4,Strategy,Funcom,,,,,,2018-12-04
Mutant Year Zero: Road to Eden,XOne,Strategy,Funcom,,,,,,2018-12-04
Of Mice and Sand: Revised,NS,Strategy,Arc System Works,,,,,,2018-01-11
Sid Meier's Civilization VI: Rise and Fall,PC,Strategy,2K Games,,,,,,2018-02-08
The Banner Saga,NS,Strategy,Versus Evil,,,,,,2018-05-17
The Banner Saga 2,NS,Strategy,Versus Evil,,,,,,2018-06-07
The Banner Saga 3,NS,Strategy,Versus Evil,,,,,,2018-07-26
This Is the Police 2,PC,Strategy,THQ Nordic,,,,,,2018-07-31
Valkyria Chronicles,NS,Strategy,Sega,,,,,,2018-10-16
Valkyria Chronicles 4,PC,Strategy,Sega,,,,,,2018-09-25
Wasteland 2: Director's Cut,NS,Strategy,inXile Entertainment,,,,,,2018-09-13
World Conqueror X,NS,Strategy,CIRCLE Entertainment,,,,,,2018-03-08
Code: Realize - Bouquet of Rainbows,PS4,Visual+Novel,Aksys Games,0.02,,,0.01,0.03,2018-03-30
Collar x Malice: Unlimited,PSV,Visual+Novel,Idea Factory,,,0.02,,0.02,2018-07-26
428: Shibuya Scramble,PS4,Visual+Novel,Spike Chunsoft,0.01,,0.01,0,0.02,2018-09-04
Higurashi no Naku Koro ni Hou,NS,Visual+Novel,Entergram,,,0.02,,0.02,2018-07-26
Pioneer no Banshou,PSV,Visual+Novel,Idea Factory,,,0.02,,0.02,2018-08-30
Harukanaru Toki no Naka de Ultimate,PSV,Visual+Novel,Koei Tecmo,,,0.01,,0.01,2018-02-22
Ikemen Sengoku: Toki o Kakeru Koi - Aratanaru Deai,PSV,Visual+Novel,Idea Factory,,,0.01,,0.01,2018-03-22
La Corda d'Oro 3,PSV,Visual+Novel,Koei Tecmo,,,0.01,,0.01,2018-09-20
Killer and Strawberry,PSV,Visual+Novel,Broccoli,,,0.01,,0.01,2018-08-23
London Detective Mysteria,PSV,Visual+Novel,Xseed Games,,,0.01,,0.01,2018-12-18
Doukoku Soshite... Doukoku Soshite...,PS4,Visual+Novel,El Dia,,,0.01,,0.01,2018-04-26
Tokimeki Restaurant: Project Tristars,PSV,Visual+Novel,KOEI,,,0.01,,0.01,2018-02-22
"Tengai ni Mau, Iki na Hana",PSV,Visual+Novel,Idea Factory,,,0.01,,0.01,2018-04-26
Doukoku Soshite... Doukoku Soshite...,PSV,Visual+Novel,El Dia,,,0.01,,0.01,2018-04-26
Steins;Gate Elite,PSV,Visual+Novel,5pb,,,0.01,,0.01,2018-09-20
Vitamin X: Destination,PSV,Visual+Novel,D3Publisher,,,0.01,,0.01,2018-02-22
Grisaia Phantom Trigger 03 & 04,PSV,Visual+Novel,Prototype,,,0.01,,0.01,2018-08-02
Maitetsu: Pure Station,PS4,Visual+Novel,Yeti,,,0.01,,0.01,2018-07-26
Memories Off: Innocent File,PS4,Visual+Novel,MAGES,,,0.01,,0.01,2018-03-29
Flowers: Le volume sur hiver,PSV,Visual+Novel,Prototype,,,0.01,,0.01,2018-03-16
Nil Admirari no Tenbin: Irodori Nadeshiko,NS,Visual+Novel,Idea Factory,,,0.01,,0.01,2018-09-20
Sengoku Hime 7: Sen'un Tsuranuku Guren no Ishi,PSV,Visual+Novel,System Soft Alpha,,,0.01,,0.01,2018-10-11
Kimi no Hitomi ni Hit Me,PSV,Visual+Novel,Entergram,,,0.01,,0.01,2018-02-22
Lucky Dog 1,PSV,Visual+Novel,Prototype,,,0.01,,0.01,2018-03-08
Shiro to Kuro no Alice: Twilight Line,PSV,Visual+Novel,Idea Factory,,,0.01,,0.01,2018-11-15
Cafe Cuillere,PSV,Visual+Novel,Takuyo,,,0.01,,0.01,2018-01-01
Koshotengai no Hashihime Noma,PSV,Visual+Novel,Dramatic Create,,,0.01,,0.01,2018-09-27
Saiaku Naru Saiyaku Ningen ni Sasagu,PS4,Visual+Novel,Kemco,,,0.01,,0.01,2018-08-23
Amatsutsumi,PSV,Visual+Novel,Prototype,,,0.01,,0.01,2018-05-17
Dance with Devils: My Carol,PSV,Visual+Novel,Rejet,,,0.01,,0.01,2018-03-22
Memories Off: Innocent File,PSV,Visual+Novel,MAGES,,,0.01,,0.01,2018-03-29
Sweet Pool,PSV,Visual+Novel,Dramatic Create,,,0.01,,0.01,2018-05-31
Daitoshokan no Hitsujikai: Library Party,NS,Visual+Novel,Aria,,,0,,0,2018-07-26
Cendrillon palikA,NS,Visual+Novel,Idea Factory,,,0,,0,2018-10-25
Sanzen Sekai Yuugi: Re Multi Universe Myself,PSV,Visual+Novel,Dramatic Create,,,0,,0,2018-09-27
Clannad,PS4,Visual+Novel,Prototype,,,0,,0,2018-06-14
Hakuoki: Shinkai - Fuukaden,NS,Visual+Novel,Idea Factory,,,0,,0,2018-09-06
Floral Flowlove,PSV,Visual+Novel,Entergram,,,0,,0,2018-08-23
Natsuiro Kokoro Log,PSV,Visual+Novel,Dramatic Create,,,0,,0,2018-04-26
"Nora, Princess, and Stray Cat",PS4,Visual+Novel,Harukaze,,,0,,0,2018-10-25
D.S.: Dal Segno,PSV,Visual+Novel,Entergram,,,0,,0,2018-03-22
Hello Lady! Superior Dynamis,PSV,Visual+Novel,Dramatic Create,,,0,,0,2018-01-25
Boku to Nurse no Kenshuu Nisshi,PS4,Visual+Novel,Entergram,,,0,,0,2018-08-23
Kanojo Step,PSV,Visual+Novel,Piacci,,,0,,0,2018-03-21
Seven Days: Anata to Sugosu Nanokakan,PSV,Visual+Novel,Prototype,,,0,,0,2018-07-05
"Nora, Princess, and Stray Cat",NS,Visual+Novel,Harukaze,,,0,,0,2018-10-25
Memories Off: Innocent File,NS,Visual+Novel,5pb,,,0,,0,2018-10-25
Enkan no Memoria: Kakera Tomoshi,PSV,Visual+Novel,Dramatic Create,,,0,,0,2018-03-29
Boku to Nurse no Kenshuu Nisshi,PC,Visual+Novel,Entergram,,,,,,2018-08-23
Boku to Nurse no Kenshuu Nisshi,PSV,Visual+Novel,Entergram,,,,,,2018-08-23
D.S.: Dal Segno,PS4,Visual+Novel,Entergram,,,,,,2018-03-22
Floral Flowlove,PS4,Visual+Novel,Entergram,,,,,,2018-08-23
Floral Flowlove,PC,Visual+Novel,Entergram,,,,,,2018-08-23
Hakuoki: Edo Blossoms,PSV,Visual+Novel,Idea Factory,,,,,,2018-04-24
Mhakna Gramura and Fairy Bell,PC,Visual+Novel,Alice in Dissonance,,,,,,2018-02-19
MONMUSU,PC,Visual+Novel,NEKO WORKs,,,,,,2018-05-12
Muv-Luv,PSV,Visual+Novel,PQube,,,,,,2018-06-26
Muv-Luv Alternative,PSV,Visual+Novel,PQube,,,,,,2018-06-26
My Girlfriend is a Mermaid!?,PC,Visual+Novel,Sekai Project,,,,,,2018-09-08
Nekopara,NS,Visual+Novel,Sekai Project,,,,,,2018-12-30
Sisters In Hotel: Episode 2,PC,Visual+Novel,bch waves studio,,,,,,2018-04-02
The 25th Ward: The Silver Case,PC,Visual+Novel,NIS America,,,,,,2018-03-13
The 25th Ward: The Silver Case,PS4,Visual+Novel,NIS America,,,,,,2018-03-13
The Mind's Eclipse,PC,Visual+Novel,Mind's Eclipse Interactive,,,,,,2018-01-25
The Three Kingdoms Love Story ~ The Art of Otome!,NS,Visual+Novel,Prototype,,,,,,2018-11-22
The Walking Dead - A Telltale Series - The Final Season,XOne,Visual+Novel,Telltale Games,,,,,,2018-08-14
Without Within 3,PC,Visual+Novel,InvertMouse,,,,,,2018-05-03
World End Syndrome,PSV,Visual+Novel,Arc System Works,,,,,,2018-04-26
World End Syndrome,PS4,Visual+Novel,Arc System Works,,,,,,2018-04-26
